the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp
,,2021-10-20,240,positive,2022-03-08 16:00:02
,,2021-11-12,9476,negative,2022-03-08 16:00:02
,,2020-10-01,4342,negative,2022-03-08 16:00:02
,,2020-06-02,112,positive,2022-03-08 16:00:02
,,2021-06-30,26,positive,2022-03-08 16:00:02
,,2020-11-07,6457,negative,2022-03-08 16:00:02
,,2021-03-12,334,positive,2022-03-08 16:00:02
,,2021-08-09,4204,negative,2022-03-08 16:00:02
,,2020-09-07,29,positive,2022-03-08 16:00:02
,,2020-04-23,1340,negative,2022-03-08 16:00:02
,,2021-12-06,664,positive,2022-03-08 16:00:02
,,2021-04-20,523,positive,2022-03-08 16:00:02
,,2020-12-02,8094,negative,2022-03-08 16:00:02
,,2021-12-25,810,positive,2022-03-08 16:00:02
,,2020-08-19,111,positive,2022-03-08 16:00:02
,,2021-08-22,3006,negative,2022-03-08 16:00:02
,,2020-04-10,995,negative,2022-03-08 16:00:02
,,2020-11-18,1191,positive,2022-03-08 16:00:02
,,2021-04-02,6732,negative,2022-03-08 16:00:02
,,2021-05-20,9186,negative,2022-03-08 16:00:02
,,2021-01-05,825,positive,2022-03-08 16:00:02
,,2021-07-26,171,positive,2022-03-08 16:00:02
,,2020-05-07,374,positive,2022-03-08 16:00:02
,,2021-11-18,10795,negative,2022-03-08 16:00:02
,,2020-09-25,4726,negative,2022-03-08 16:00:02
,,2021-02-20,4730,negative,2022-03-08 16:00:02
,,2020-10-26,460,positive,2022-03-08 16:00:02
,,2020-06-20,86,positive,2022-03-08 16:00:02
,,2022-02-23,125,positive,2022-03-08 16:00:02
,,2021-10-29,10076,negative,2022-03-08 16:00:02
,,2021-05-31,33,positive,2022-03-08 16:00:02
,,2021-01-26,8648,negative,2022-03-08 16:00:02
,,2020-08-30,87,positive,2022-03-08 16:00:02
,,2020-05-01,1419,negative,2022-03-08 16:00:02
,,2021-08-01,2188,negative,2022-03-08 16:00:02
,,2021-12-14,749,positive,2022-03-08 16:00:02
,,2021-03-30,7738,negative,2022-03-08 16:00:02
,,2020-11-21,650,positive,2022-03-08 16:00:02
,,2020-12-30,677,positive,2022-03-08 16:00:02
,,2021-04-24,4200,negative,2022-03-08 16:00:02
,,2021-08-31,313,positive,2022-03-08 16:00:02
,,2020-07-27,2663,negative,2022-03-08 16:00:02
,,2020-04-01,447,positive,2022-03-08 16:00:02
,,2022-01-17,4883,negative,2022-03-08 16:00:02
,,2020-04-20,906,negative,2022-03-08 16:00:02
,,2020-09-10,123,positive,2022-03-08 16:00:02
,,2021-12-03,541,positive,2022-03-08 16:00:02
,,2021-08-12,4433,negative,2022-03-08 16:00:02
,,2020-07-02,2526,negative,2022-03-08 16:00:02
,,2021-10-09,213,positive,2022-03-08 16:00:02
,,2022-02-11,6985,negative,2022-03-08 16:00:02
,,2021-06-21,41,positive,2022-03-08 16:00:02
,,2021-02-06,6382,negative,2022-03-08 16:00:02
,,2021-10-23,140,positive,2022-03-08 16:00:02
,,2020-06-14,1510,negative,2022-03-08 16:00:02
,,2022-03-01,6239,negative,2022-03-08 16:00:02
,,2020-06-07,56,positive,2022-03-08 16:00:02
,,2021-10-16,3134,negative,2022-03-08 16:00:02
,,2021-10-02,168,positive,2022-03-08 16:00:02
,,2022-02-18,5696,negative,2022-03-08 16:00:02
,,2020-06-25,2394,negative,2022-03-08 16:00:02
,,2021-01-15,9874,negative,2022-03-08 16:00:02
,,2021-05-10,250,positive,2022-03-08 16:00:02
,,2020-12-09,1132,positive,2022-03-08 16:00:02
,,2021-04-13,11503,negative,2022-03-08 16:00:02
,,2020-07-30,139,positive,2022-03-08 16:00:02
,,2022-01-14,1862,positive,2022-03-08 16:00:02
,,2021-09-03,4890,negative,2022-03-08 16:00:02
,,2020-03-29,623,negative,2022-03-08 16:00:02
,,2021-04-29,449,positive,2022-03-08 16:00:02
,,2020-12-25,4286,negative,2022-03-08 16:00:02
,,2021-04-06,678,positive,2022-03-08 16:00:02
,,2020-11-14,6018,negative,2022-03-08 16:00:02
,,2021-03-18,8105,negative,2022-03-08 16:00:02
,,2020-11-01,270,positive,2022-03-08 16:00:02
,,2021-10-31,137,positive,2022-03-08 16:00:02
,,2022-02-21,4353,negative,2022-03-08 16:00:02
,,2020-06-22,2215,negative,2022-03-08 16:00:02
,,2021-02-06,293,positive,2022-03-08 16:00:02
,,2021-06-21,3761,negative,2022-03-08 16:00:02
,,2021-02-23,311,positive,2022-03-08 16:00:02
,,2020-10-23,6943,negative,2022-03-08 16:00:02
,,2021-07-21,4137,negative,2022-03-08 16:00:02
,,2020-09-20,37,positive,2022-03-08 16:00:02
,,2020-05-12,1427,negative,2022-03-08 16:00:02
,,2021-11-23,306,positive,2022-03-08 16:00:02
,,2021-05-21,144,positive,2022-03-08 16:00:02
,,2021-01-04,6337,negative,2022-03-08 16:00:02
,,2020-04-17,978,negative,2022-03-08 16:00:02
,,2020-08-12,123,positive,2022-03-08 16:00:02
,,2021-08-15,2379,negative,2022-03-08 16:00:02
,,2022-01-01,1266,positive,2022-03-08 16:00:02
,,2020-11-30,1286,positive,2022-03-08 16:00:02
,,2021-04-22,9921,negative,2022-03-08 16:00:02
,,2020-05-01,332,positive,2022-03-08 16:00:02
,,2020-08-30,2833,negative,2022-03-08 16:00:02
,,2021-08-01,130,positive,2022-03-08 16:00:02
,,2021-12-14,11000,negative,2022-03-08 16:00:02
,,2021-08-08,172,positive,2022-03-08 16:00:02
,,2020-09-06,3168,negative,2022-03-08 16:00:02
,,2021-12-07,12121,negative,2022-03-08 16:00:02
,,2020-04-24,475,positive,2022-03-08 16:00:02
,,2021-03-07,3195,negative,2022-03-08 16:00:02
,,2020-11-12,1147,positive,2022-03-08 16:00:02
,,2020-09-30,183,positive,2022-03-08 16:00:02
,,2021-06-29,3481,negative,2022-03-08 16:00:02
,,2021-11-13,191,positive,2022-03-08 16:00:02
,,2020-06-03,2074,negative,2022-03-08 16:00:02
,,2021-02-15,6735,negative,2022-03-08 16:00:02
,,2021-06-12,25,positive,2022-03-08 16:00:02
,,2021-07-18,1683,negative,2022-03-08 16:00:02
,,2020-09-17,91,positive,2022-03-08 16:00:02
,,2021-11-26,346,positive,2022-03-08 16:00:02
,,2020-05-15,1891,negative,2022-03-08 16:00:02
,,2021-04-02,596,positive,2022-03-08 16:00:02
,,2020-11-18,8741,negative,2022-03-08 16:00:02
,,2021-01-11,751,positive,2022-03-08 16:00:02
,,2021-05-14,9694,negative,2022-03-08 16:00:02
,,2022-01-05,9145,negative,2022-03-08 16:00:02
,,2020-03-20,137,positive,2022-03-08 16:00:02
,,2021-09-12,229,positive,2022-03-08 16:00:02
,,2020-08-08,2595,negative,2022-03-08 16:00:02
,,2021-04-09,10750,negative,2022-03-08 16:00:02
,,2020-12-13,359,positive,2022-03-08 16:00:02
,,2020-11-29,4793,negative,2022-03-08 16:00:02
,,2021-03-22,599,positive,2022-03-08 16:00:02
,,2021-01-24,4175,negative,2022-03-08 16:00:02
,,2021-06-02,72,positive,2022-03-08 16:00:02
,,2021-10-20,12105,negative,2022-03-08 16:00:02
,,2022-03-04,51,positive,2022-03-08 16:00:02
,,2020-06-11,99,positive,2022-03-08 16:00:02
,,2021-02-25,9567,negative,2022-03-08 16:00:02
,,2020-10-21,431,positive,2022-03-08 16:00:02
,,2021-06-25,31,positive,2022-03-08 16:00:02
,,2021-02-02,3358,negative,2022-03-08 16:00:02
,,2020-07-06,2804,negative,2022-03-08 16:00:02
,,2022-02-07,8861,negative,2022-03-08 16:00:02
,,2021-10-13,335,positive,2022-03-08 16:00:02
,,2021-09-28,10143,negative,2022-03-08 16:00:02
,,2020-07-23,189,positive,2022-03-08 16:00:02
,,2022-01-21,890,positive,2022-03-08 16:00:02
,,2021-09-04,232,positive,2022-03-08 16:00:02
,,2022-01-13,10136,negative,2022-03-08 16:00:02
,,2020-03-28,201,positive,2022-03-08 16:00:02
,,2020-07-31,3535,negative,2022-03-08 16:00:02
,,2021-05-03,344,positive,2022-03-08 16:00:02
,,2020-12-21,6063,negative,2022-03-08 16:00:02
,,2020-08-01,2347,negative,2022-03-08 16:00:02
,,2022-01-12,10027,negative,2022-03-08 16:00:02
,,2020-03-27,319,positive,2022-03-08 16:00:02
,,2021-09-05,157,positive,2022-03-08 16:00:02
,,2021-12-18,689,positive,2022-03-08 16:00:02
,,2020-08-26,137,positive,2022-03-08 16:00:02
,,2020-05-05,1335,negative,2022-03-08 16:00:02
,,2021-07-28,4062,negative,2022-03-08 16:00:02
,,2022-02-08,8894,negative,2022-03-08 16:00:02
,,2020-07-05,1875,negative,2022-03-08 16:00:02
,,2021-10-12,348,positive,2022-03-08 16:00:02
,,2021-06-10,5834,negative,2022-03-08 16:00:02
,,2021-02-17,337,positive,2022-03-08 16:00:02
,,2021-02-24,8878,negative,2022-03-08 16:00:02
,,2020-10-22,441,positive,2022-03-08 16:00:02
,,2020-10-07,236,positive,2022-03-08 16:00:02
,,2021-07-06,3981,negative,2022-03-08 16:00:02
,,2020-05-27,2233,negative,2022-03-08 16:00:02
,,2021-11-06,136,positive,2022-03-08 16:00:02
,,2021-06-03,73,positive,2022-03-08 16:00:02
,,2021-01-23,6573,negative,2022-03-08 16:00:02
,,2020-07-12,94,positive,2022-03-08 16:00:02
,,2021-09-17,9848,negative,2022-03-08 16:00:02
,,2022-02-01,533,positive,2022-03-08 16:00:02
,,2020-03-15,79,negative,2022-03-08 16:00:02
,,2020-12-12,518,positive,2022-03-08 16:00:02
,,2021-04-10,5514,negative,2022-03-08 16:00:02
,,2020-08-10,3282,negative,2022-03-08 16:00:02
,,2021-08-13,338,positive,2022-03-08 16:00:02
,,2020-04-19,218,positive,2022-03-08 16:00:02
,,2022-01-03,7791,negative,2022-03-08 16:00:02
,,2021-01-12,604,positive,2022-03-08 16:00:02
,,2021-05-13,6166,negative,2022-03-08 16:00:02
,,2020-11-25,1142,positive,2022-03-08 16:00:02
,,2021-03-26,7904,negative,2022-03-08 16:00:02
,,2021-07-19,4003,negative,2022-03-08 16:00:02
,,2020-09-18,115,positive,2022-03-08 16:00:02
,,2021-11-25,74,positive,2022-03-08 16:00:02
,,2020-05-14,1931,negative,2022-03-08 16:00:02
,,2021-03-02,289,positive,2022-03-08 16:00:02
,,2020-10-16,5416,negative,2022-03-08 16:00:02
,,2020-09-29,158,positive,2022-03-08 16:00:02
,,2021-06-28,3330,negative,2022-03-08 16:00:02
,,2020-06-04,1558,negative,2022-03-08 16:00:02
,,2021-11-14,168,positive,2022-03-08 16:00:02
,,2021-03-15,496,positive,2022-03-08 16:00:02
,,2020-11-04,6051,negative,2022-03-08 16:00:02
,,2020-04-25,253,positive,2022-03-08 16:00:02
,,2020-09-05,2871,negative,2022-03-08 16:00:02
,,2021-12-08,12449,negative,2022-03-08 16:00:02
,,2021-08-07,174,positive,2022-03-08 16:00:02
,,2022-01-25,10640,negative,2022-03-08 16:00:02
,,2021-09-24,285,positive,2022-03-08 16:00:02
,,2020-07-19,2362,negative,2022-03-08 16:00:02
,,2021-04-21,8059,negative,2022-03-08 16:00:02
,,2020-12-01,1298,positive,2022-03-08 16:00:02
,,2020-08-23,2297,negative,2022-03-08 16:00:02
,,2020-04-06,583,positive,2022-03-08 16:00:02
,,2021-08-26,360,positive,2022-03-08 16:00:02
,,2021-12-21,12791,negative,2022-03-08 16:00:02
,,2021-05-22,82,positive,2022-03-08 16:00:02
,,2021-01-03,4035,negative,2022-03-08 16:00:02
,,2021-10-07,10766,negative,2022-03-08 16:00:02
,,2020-06-30,148,positive,2022-03-08 16:00:02
,,2022-02-13,69,positive,2022-03-08 16:00:02
,,2021-02-22,293,positive,2022-03-08 16:00:02
,,2020-10-24,4729,negative,2022-03-08 16:00:02
,,2021-07-04,10,positive,2022-03-08 16:00:02
,,2020-05-29,196,positive,2022-03-08 16:00:02
,,2020-10-05,4276,negative,2022-03-08 16:00:02
,,2021-11-08,10952,negative,2022-03-08 16:00:02
,,2020-06-21,1467,negative,2022-03-08 16:00:02
,,2021-10-30,119,positive,2022-03-08 16:00:02
,,2022-02-22,7766,negative,2022-03-08 16:00:02
,,2021-01-30,255,positive,2022-03-08 16:00:02
,,2021-05-27,8046,negative,2022-03-08 16:00:02
,,2020-11-15,5857,negative,2022-03-08 16:00:02
,,2021-04-05,752,positive,2022-03-08 16:00:02
,,2020-12-22,918,positive,2022-03-08 16:00:02
,,2021-05-02,3323,negative,2022-03-08 16:00:02
,,2020-03-30,617,negative,2022-03-08 16:00:02
,,2022-01-15,804,positive,2022-03-08 16:00:02
,,2020-07-29,174,positive,2022-03-08 16:00:02
,,2021-09-02,6288,negative,2022-03-08 16:00:02
,,2021-05-01,5429,negative,2022-03-08 16:00:02
,,2020-12-23,839,positive,2022-03-08 16:00:02
,,2021-05-09,139,positive,2022-03-08 16:00:02
,,2021-01-16,6795,negative,2022-03-08 16:00:02
,,2021-05-28,6873,negative,2022-03-08 16:00:02
,,2021-01-29,428,positive,2022-03-08 16:00:02
,,2020-06-08,151,positive,2022-03-08 16:00:02
,,2022-03-07,22,positive,2022-03-08 16:00:02
,,2021-10-17,2414,negative,2022-03-08 16:00:02
,,2020-05-28,174,positive,2022-03-08 16:00:02
,,2021-11-07,2224,negative,2022-03-08 16:00:02
,,2020-10-06,5107,negative,2022-03-08 16:00:02
,,2021-07-05,40,positive,2022-03-08 16:00:02
,,2021-06-20,18,positive,2022-03-08 16:00:02
,,2021-02-07,3382,negative,2022-03-08 16:00:02
,,2022-02-14,176,positive,2022-03-08 16:00:02
,,2021-10-06,10615,negative,2022-03-08 16:00:02
,,2020-06-29,152,positive,2022-03-08 16:00:02
,,2021-12-04,380,positive,2022-03-08 16:00:02
,,2020-09-09,103,positive,2022-03-08 16:00:02
,,2020-04-21,1114,negative,2022-03-08 16:00:02
,,2021-08-11,4717,negative,2022-03-08 16:00:02
,,2020-04-07,600,positive,2022-03-08 16:00:02
,,2020-08-22,3288,negative,2022-03-08 16:00:02
,,2021-08-25,380,positive,2022-03-08 16:00:02
,,2021-12-22,12192,negative,2022-03-08 16:00:02
,,2020-12-31,547,positive,2022-03-08 16:00:02
,,2021-04-23,9414,negative,2022-03-08 16:00:02
,,2021-09-25,232,positive,2022-03-08 16:00:02
,,2022-01-24,11633,negative,2022-03-08 16:00:02
,,2020-07-20,3270,negative,2022-03-08 16:00:02
,,2020-04-30,1353,negative,2022-03-08 16:00:02
,,2021-12-13,795,positive,2022-03-08 16:00:02
,,2020-08-31,234,positive,2022-03-08 16:00:02
,,2021-08-02,4478,negative,2022-03-08 16:00:02
,,2020-11-05,6663,negative,2022-03-08 16:00:02
,,2021-03-14,211,positive,2022-03-08 16:00:02
,,2021-10-28,11268,negative,2022-03-08 16:00:02
,,2020-06-19,127,positive,2022-03-08 16:00:02
,,2022-02-24,114,positive,2022-03-08 16:00:02
,,2021-03-03,343,positive,2022-03-08 16:00:02
,,2020-10-15,6372,negative,2022-03-08 16:00:02
,,2021-11-17,10949,negative,2022-03-08 16:00:02
,,2020-09-26,3425,negative,2022-03-08 16:00:02
,,2021-07-27,153,positive,2022-03-08 16:00:02
,,2020-05-06,370,positive,2022-03-08 16:00:02
,,2021-03-27,4333,negative,2022-03-08 16:00:02
,,2020-11-24,1248,positive,2022-03-08 16:00:02
,,2021-04-01,5874,negative,2022-03-08 16:00:02
,,2020-11-19,1134,positive,2022-03-08 16:00:02
,,2022-01-02,3780,negative,2022-03-08 16:00:02
,,2020-08-11,3485,negative,2022-03-08 16:00:02
,,2021-08-14,249,positive,2022-03-08 16:00:02
,,2020-04-18,259,positive,2022-03-08 16:00:02
,,2021-04-19,637,positive,2022-03-08 16:00:02
,,2020-12-03,8531,negative,2022-03-08 16:00:02
,,2022-02-02,462,positive,2022-03-08 16:00:02
,,2020-03-16,223,negative,2022-03-08 16:00:02
,,2020-07-11,115,positive,2022-03-08 16:00:02
,,2021-09-16,7019,negative,2022-03-08 16:00:02
,,2021-03-13,255,positive,2022-03-08 16:00:02
,,2020-11-06,6526,negative,2022-03-08 16:00:02
,,2021-07-07,3506,negative,2022-03-08 16:00:02
,,2020-05-26,2233,negative,2022-03-08 16:00:02
,,2020-10-08,268,positive,2022-03-08 16:00:02
,,2021-11-05,210,positive,2022-03-08 16:00:02
,,2020-06-12,2334,negative,2022-03-08 16:00:02
,,2021-10-21,211,positive,2022-03-08 16:00:02
,,2022-03-03,5079,negative,2022-03-08 16:00:02
,,2021-02-16,334,positive,2022-03-08 16:00:02
,,2021-06-11,5657,negative,2022-03-08 16:00:02
,,2020-05-19,271,positive,2022-03-08 16:00:02
,,2021-07-14,109,positive,2022-03-08 16:00:02
,,2020-09-13,2944,negative,2022-03-08 16:00:02
,,2021-11-30,11980,negative,2022-03-08 16:00:02
,,2020-08-27,154,positive,2022-03-08 16:00:02
,,2021-07-29,3372,negative,2022-03-08 16:00:02
,,2021-12-17,931,positive,2022-03-08 16:00:02
,,2020-05-04,1296,negative,2022-03-08 16:00:02
,,2020-03-26,628,negative,2022-03-08 16:00:02
,,2021-09-06,1745,negative,2022-03-08 16:00:02
,,2020-08-02,69,positive,2022-03-08 16:00:02
,,2022-01-11,3027,positive,2022-03-08 16:00:02
,,2021-05-04,347,positive,2022-03-08 16:00:02
,,2020-12-20,5800,negative,2022-03-08 16:00:02
,,2020-08-18,3655,negative,2022-03-08 16:00:02
,,2021-12-26,3377,negative,2022-03-08 16:00:02
,,2021-08-21,263,positive,2022-03-08 16:00:02
,,2020-04-11,226,positive,2022-03-08 16:00:02
,,2022-01-20,1087,positive,2022-03-08 16:00:02
,,2021-09-29,11358,negative,2022-03-08 16:00:02
,,2020-07-24,169,positive,2022-03-08 16:00:02
,,2021-06-06,1629,negative,2022-03-08 16:00:02
,,2021-01-20,489,positive,2022-03-08 16:00:02
,,2021-02-03,7269,negative,2022-03-08 16:00:02
,,2021-06-24,24,positive,2022-03-08 16:00:02
,,2021-06-19,1763,negative,2022-03-08 16:00:02
,,2021-02-08,382,positive,2022-03-08 16:00:02
,,2020-06-12,96,positive,2022-03-08 16:00:02
,,2022-03-03,59,positive,2022-03-08 16:00:02
,,2021-10-21,10874,negative,2022-03-08 16:00:02
,,2021-01-25,561,positive,2022-03-08 16:00:02
,,2021-06-01,7848,negative,2022-03-08 16:00:02
,,2020-11-28,4935,negative,2022-03-08 16:00:02
,,2021-03-23,557,positive,2022-03-08 16:00:02
,,2021-05-05,10020,negative,2022-03-08 16:00:02
,,2020-12-19,467,positive,2022-03-08 16:00:02
,,2020-08-09,2936,negative,2022-03-08 16:00:02
,,2021-09-13,418,positive,2022-03-08 16:00:02
,,2022-01-04,10289,negative,2022-03-08 16:00:02
,,2020-03-19,102,positive,2022-03-08 16:00:02
,,2021-08-03,238,positive,2022-03-08 16:00:02
,,2020-04-29,451,positive,2022-03-08 16:00:02
,,2020-09-01,4228,negative,2022-03-08 16:00:02
,,2021-12-12,2782,negative,2022-03-08 16:00:02
,,2021-04-01,660,positive,2022-03-08 16:00:02
,,2020-11-19,8808,negative,2022-03-08 16:00:02
,,2022-02-12,91,positive,2022-03-08 16:00:02
,,2020-07-01,176,positive,2022-03-08 16:00:02
,,2021-10-08,9971,negative,2022-03-08 16:00:02
,,2021-06-13,21,positive,2022-03-08 16:00:02
,,2021-02-14,2837,negative,2022-03-08 16:00:02
,,2020-10-09,5502,negative,2022-03-08 16:00:02
,,2021-11-04,10880,negative,2022-03-08 16:00:02
,,2021-07-08,45,positive,2022-03-08 16:00:02
,,2020-05-25,103,positive,2022-03-08 16:00:02
,,2021-03-06,5230,negative,2022-03-08 16:00:02
,,2020-11-13,1024,positive,2022-03-08 16:00:02
,,2020-07-14,2901,negative,2022-03-08 16:00:02
,,2020-03-13,12,positive,2022-03-08 16:00:02
,,2021-09-19,158,positive,2022-03-08 16:00:02
,,2022-01-30,1791,negative,2022-03-08 16:00:02
,,2021-08-02,233,positive,2022-03-08 16:00:02
,,2021-12-13,11275,negative,2022-03-08 16:00:02
,,2020-08-31,2573,negative,2022-03-08 16:00:02
,,2020-04-30,418,positive,2022-03-08 16:00:02
,,2020-12-08,7481,negative,2022-03-08 16:00:02
,,2021-04-14,703,positive,2022-03-08 16:00:02
,,2021-08-16,3888,negative,2022-03-08 16:00:02
,,2020-08-13,143,positive,2022-03-08 16:00:02
,,2020-04-16,944,negative,2022-03-08 16:00:02
,,2021-12-31,3043,positive,2022-03-08 16:00:02
,,2021-03-24,609,positive,2022-03-08 16:00:02
,,2020-11-27,6165,negative,2022-03-08 16:00:02
,,2021-07-20,3163,negative,2022-03-08 16:00:02
,,2020-09-19,66,positive,2022-03-08 16:00:02
,,2020-05-13,1866,negative,2022-03-08 16:00:02
,,2021-11-24,340,positive,2022-03-08 16:00:02
,,2021-02-28,3168,negative,2022-03-08 16:00:02
,,2020-10-18,176,positive,2022-03-08 16:00:02
,,2021-02-07,162,positive,2022-03-08 16:00:02
,,2021-06-20,1607,negative,2022-03-08 16:00:02
,,2021-06-27,11,positive,2022-03-08 16:00:02
,,2020-06-05,130,positive,2022-03-08 16:00:02
,,2020-09-28,3888,negative,2022-03-08 16:00:02
,,2021-11-15,10791,negative,2022-03-08 16:00:02
,,2020-10-31,291,positive,2022-03-08 16:00:02
,,2021-03-19,7934,negative,2022-03-08 16:00:02
,,2021-09-26,2593,negative,2022-03-08 16:00:02
,,2022-01-23,366,positive,2022-03-08 16:00:02
,,2020-07-21,178,positive,2022-03-08 16:00:02
,,2020-12-24,7649,negative,2022-03-08 16:00:02
,,2021-04-30,373,positive,2022-03-08 16:00:02
,,2021-12-23,2643,positive,2022-03-08 16:00:02
,,2020-04-08,1060,negative,2022-03-08 16:00:02
,,2021-08-24,7529,negative,2022-03-08 16:00:02
,,2020-08-21,85,positive,2022-03-08 16:00:02
,,2021-04-14,10408,negative,2022-03-08 16:00:02
,,2020-12-08,1163,positive,2022-03-08 16:00:02
,,2021-05-23,2315,negative,2022-03-08 16:00:02
,,2021-01-02,452,positive,2022-03-08 16:00:02
,,2022-02-17,7421,negative,2022-03-08 16:00:02
,,2021-10-03,162,positive,2022-03-08 16:00:02
,,2020-06-26,1929,negative,2022-03-08 16:00:02
,,2021-07-10,1931,negative,2022-03-08 16:00:02
,,2021-11-02,215,positive,2022-03-08 16:00:02
,,2020-05-23,1578,negative,2022-03-08 16:00:02
,,2020-10-11,99,positive,2022-03-08 16:00:02
,,2021-10-22,208,positive,2022-03-08 16:00:02
,,2020-06-13,2080,negative,2022-03-08 16:00:02
,,2022-03-02,6525,negative,2022-03-08 16:00:02
,,2021-01-28,10723,negative,2022-03-08 16:00:02
,,2021-05-29,52,positive,2022-03-08 16:00:02
,,2021-10-08,301,positive,2022-03-08 16:00:02
,,2020-07-01,2542,negative,2022-03-08 16:00:02
,,2022-02-12,2035,negative,2022-03-08 16:00:02
,,2021-09-15,10118,negative,2022-03-08 16:00:02
,,2020-03-17,323,negative,2022-03-08 16:00:02
,,2020-07-10,124,positive,2022-03-08 16:00:02
,,2022-02-03,311,positive,2022-03-08 16:00:02
,,2021-09-01,346,positive,2022-03-08 16:00:02
,,2020-03-31,479,positive,2022-03-08 16:00:02
,,2022-01-16,2400,negative,2022-03-08 16:00:02
,,2020-07-28,3356,negative,2022-03-08 16:00:02
,,2020-12-17,6828,negative,2022-03-08 16:00:02
,,2021-05-07,255,positive,2022-03-08 16:00:02
,,2020-11-20,1075,positive,2022-03-08 16:00:02
,,2021-03-31,7800,negative,2022-03-08 16:00:02
,,2021-09-24,12385,negative,2022-03-08 16:00:02
,,2020-07-19,69,positive,2022-03-08 16:00:02
,,2020-03-08,9,negative,2022-03-08 16:00:02
,,2022-01-25,871,positive,2022-03-08 16:00:02
,,2021-06-01,96,positive,2022-03-08 16:00:02
,,2021-01-25,8953,negative,2022-03-08 16:00:02
,,2020-10-14,5591,negative,2022-03-08 16:00:02
,,2021-03-04,337,positive,2022-03-08 16:00:02
,,2020-10-25,216,positive,2022-03-08 16:00:02
,,2021-02-21,3026,negative,2022-03-08 16:00:02
,,2021-09-30,332,positive,2022-03-08 16:00:02
,,2020-06-23,2584,negative,2022-03-08 16:00:02
,,2022-02-20,1240,negative,2022-03-08 16:00:02
,,2021-05-19,6934,negative,2022-03-08 16:00:02
,,2021-01-06,742,positive,2022-03-08 16:00:02
,,2021-03-26,585,positive,2022-03-08 16:00:02
,,2020-11-25,9077,negative,2022-03-08 16:00:02
,,2021-08-21,3132,negative,2022-03-08 16:00:02
,,2020-08-18,129,positive,2022-03-08 16:00:02
,,2021-12-26,1687,positive,2022-03-08 16:00:02
,,2020-04-11,637,negative,2022-03-08 16:00:02
,,2021-04-26,555,positive,2022-03-08 16:00:02
,,2020-12-28,4767,negative,2022-03-08 16:00:02
,,2020-04-22,1135,negative,2022-03-08 16:00:02
,,2021-08-10,4294,negative,2022-03-08 16:00:02
,,2021-12-05,307,positive,2022-03-08 16:00:02
,,2020-09-08,96,positive,2022-03-08 16:00:02
,,2021-03-20,4235,negative,2022-03-08 16:00:02
,,2020-10-30,536,positive,2022-03-08 16:00:02
,,2020-06-01,108,positive,2022-03-08 16:00:02
,,2021-11-11,7275,negative,2022-03-08 16:00:02
,,2020-10-02,4728,negative,2022-03-08 16:00:02
,,2021-07-01,29,positive,2022-03-08 16:00:02
,,2021-07-06,39,positive,2022-03-08 16:00:02
,,2021-11-06,3091,negative,2022-03-08 16:00:02
,,2020-10-07,5295,negative,2022-03-08 16:00:02
,,2020-05-27,220,positive,2022-03-08 16:00:02
,,2021-03-04,9486,negative,2022-03-08 16:00:02
,,2020-10-14,308,positive,2022-03-08 16:00:02
,,2020-09-23,120,positive,2022-03-08 16:00:02
,,2021-07-24,2010,negative,2022-03-08 16:00:02
,,2020-05-09,1130,negative,2022-03-08 16:00:02
,,2021-11-20,233,positive,2022-03-08 16:00:02
,,2021-05-12,216,positive,2022-03-08 16:00:02
,,2021-01-13,8723,negative,2022-03-08 16:00:02
,,2020-04-12,727,negative,2022-03-08 16:00:02
,,2021-08-20,4451,negative,2022-03-08 16:00:02
,,2021-12-27,3974,positive,2022-03-08 16:00:02
,,2020-08-17,116,positive,2022-03-08 16:00:02
,,2020-12-11,8931,negative,2022-03-08 16:00:02
,,2021-04-11,423,positive,2022-03-08 16:00:02
,,2020-12-21,936,positive,2022-03-08 16:00:02
,,2021-05-03,10131,negative,2022-03-08 16:00:02
,,2022-02-03,9405,negative,2022-03-08 16:00:02
,,2021-09-15,389,positive,2022-03-08 16:00:02
,,2020-07-10,2433,negative,2022-03-08 16:00:02
,,2020-03-17,69,positive,2022-03-08 16:00:02
,,2020-11-10,1096,positive,2022-03-08 16:00:02
,,2021-03-09,5858,negative,2022-03-08 16:00:02
,,2020-10-27,5542,negative,2022-03-08 16:00:02
,,2021-02-19,254,positive,2022-03-08 16:00:02
,,2021-06-17,35,positive,2022-03-08 16:00:02
,,2021-02-10,8482,negative,2022-03-08 16:00:02
,,2022-02-09,220,positive,2022-03-08 16:00:02
,,2021-10-11,5476,negative,2022-03-08 16:00:02
,,2020-07-04,47,positive,2022-03-08 16:00:02
,,2020-11-05,831,positive,2022-03-08 16:00:02
,,2021-03-14,2403,negative,2022-03-08 16:00:02
,,2021-01-02,4448,negative,2022-03-08 16:00:02
,,2021-05-23,84,positive,2022-03-08 16:00:02
,,2020-03-22,83,positive,2022-03-08 16:00:02
,,2022-01-07,5520,negative,2022-03-08 16:00:02
,,2021-09-10,426,positive,2022-03-08 16:00:02
,,2020-08-06,3628,negative,2022-03-08 16:00:02
,,2020-07-26,81,positive,2022-03-08 16:00:02
,,2021-08-30,9170,negative,2022-03-08 16:00:02
,,2020-04-02,817,negative,2022-03-08 16:00:02
,,2022-01-18,1482,positive,2022-03-08 16:00:02
