the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp
,,2021-09-23,344,positive,2022-03-08 16:00:02
,,2020-07-18,2614,negative,2022-03-08 16:00:02
,,2022-01-26,9438,negative,2022-03-08 16:00:02
,,2021-01-11,7290,negative,2022-03-08 16:00:02
,,2021-05-14,177,positive,2022-03-08 16:00:02
,,2021-10-06,357,positive,2022-03-08 16:00:02
,,2020-06-29,2580,negative,2022-03-08 16:00:02
,,2022-02-14,8176,negative,2022-03-08 16:00:02
,,2020-09-28,144,positive,2022-03-08 16:00:02
,,2021-06-27,1509,negative,2022-03-08 16:00:02
,,2020-06-05,1979,negative,2022-03-08 16:00:02
,,2021-11-15,355,positive,2022-03-08 16:00:02
,,2021-10-19,273,positive,2022-03-08 16:00:02
,,2020-06-10,2485,negative,2022-03-08 16:00:02
,,2022-03-05,1439,negative,2022-03-08 16:00:02
,,2021-06-09,3965,negative,2022-03-08 16:00:02
,,2021-01-17,256,positive,2022-03-08 16:00:02
,,2020-11-22,527,positive,2022-03-08 16:00:02
,,2021-03-29,7492,negative,2022-03-08 16:00:02
,,2020-04-24,1255,negative,2022-03-08 16:00:02
,,2020-09-06,51,positive,2022-03-08 16:00:02
,,2021-12-07,648,positive,2022-03-08 16:00:02
,,2021-08-08,2006,negative,2022-03-08 16:00:02
,,2020-12-23,7869,negative,2022-03-08 16:00:02
,,2021-05-01,272,positive,2022-03-08 16:00:02
,,2022-01-07,3036,positive,2022-03-08 16:00:02
,,2020-08-06,141,positive,2022-03-08 16:00:02
,,2021-09-10,8735,negative,2022-03-08 16:00:02
,,2020-03-22,237,negative,2022-03-08 16:00:02
,,2020-11-17,1098,positive,2022-03-08 16:00:02
,,2021-04-03,4583,negative,2022-03-08 16:00:02
,,2020-05-20,300,positive,2022-03-08 16:00:02
,,2021-12-01,12358,negative,2022-03-08 16:00:02
,,2021-07-13,71,positive,2022-03-08 16:00:02
,,2020-09-12,3610,negative,2022-03-08 16:00:02
,,2021-06-15,4056,negative,2022-03-08 16:00:02
,,2021-02-12,297,positive,2022-03-08 16:00:02
,,2021-02-23,8221,negative,2022-03-08 16:00:02
,,2020-10-23,432,positive,2022-03-08 16:00:02
,,2020-10-05,200,positive,2022-03-08 16:00:02
,,2021-07-04,1004,negative,2022-03-08 16:00:02
,,2021-11-08,290,positive,2022-03-08 16:00:02
,,2020-05-29,2086,negative,2022-03-08 16:00:02
,,2020-11-10,6728,negative,2022-03-08 16:00:02
,,2021-03-09,332,positive,2022-03-08 16:00:02
,,2021-07-31,1905,negative,2022-03-08 16:00:02
,,2020-08-29,80,positive,2022-03-08 16:00:02
,,2020-05-02,977,negative,2022-03-08 16:00:02
,,2021-12-15,837,positive,2022-03-08 16:00:02
,,2020-12-07,6796,negative,2022-03-08 16:00:02
,,2021-04-15,720,positive,2022-03-08 16:00:02
,,2021-08-18,342,positive,2022-03-08 16:00:02
,,2020-08-15,2981,negative,2022-03-08 16:00:02
,,2020-04-14,610,positive,2022-03-08 16:00:02
,,2021-12-29,6041,negative,2022-03-08 16:00:02
,,2021-09-03,345,positive,2022-03-08 16:00:02
,,2020-07-30,3596,negative,2022-03-08 16:00:02
,,2022-01-14,9494,negative,2022-03-08 16:00:02
,,2020-03-29,216,positive,2022-03-08 16:00:02
,,2021-03-23,8707,negative,2022-03-08 16:00:02
,,2020-11-28,647,positive,2022-03-08 16:00:02
,,2021-11-20,3357,negative,2022-03-08 16:00:02
,,2021-07-24,82,positive,2022-03-08 16:00:02
,,2020-05-09,119,positive,2022-03-08 16:00:02
,,2020-09-23,4490,negative,2022-03-08 16:00:02
,,2021-06-22,30,positive,2022-03-08 16:00:02
,,2021-02-05,9765,negative,2022-03-08 16:00:02
,,2021-10-24,2465,negative,2022-03-08 16:00:02
,,2022-02-28,126,positive,2022-03-08 16:00:02
,,2020-06-15,117,positive,2022-03-08 16:00:02
,,2021-03-17,530,positive,2022-03-08 16:00:02
,,2020-11-02,5362,negative,2022-03-08 16:00:02
,,2021-11-25,1634,negative,2022-03-08 16:00:02
,,2021-07-19,101,positive,2022-03-08 16:00:02
,,2020-09-18,4372,negative,2022-03-08 16:00:02
,,2020-05-14,253,positive,2022-03-08 16:00:02
,,2021-09-29,357,positive,2022-03-08 16:00:02
,,2020-07-24,3844,negative,2022-03-08 16:00:02
,,2022-01-20,9031,negative,2022-03-08 16:00:02
,,2021-04-26,10179,negative,2022-03-08 16:00:02
,,2020-12-28,868,positive,2022-03-08 16:00:02
,,2020-12-14,6780,negative,2022-03-08 16:00:02
,,2021-04-08,684,positive,2022-03-08 16:00:02
,,2021-01-10,303,positive,2022-03-08 16:00:02
,,2021-05-15,3627,negative,2022-03-08 16:00:02
,,2022-02-15,170,positive,2022-03-08 16:00:02
,,2020-06-28,70,positive,2022-03-08 16:00:02
,,2021-10-05,10519,negative,2022-03-08 16:00:02
,,2021-01-23,283,positive,2022-03-08 16:00:02
,,2021-06-03,6951,negative,2022-03-08 16:00:02
,,2021-06-11,34,positive,2022-03-08 16:00:02
,,2021-02-16,6917,negative,2022-03-08 16:00:02
,,2021-06-22,3285,negative,2022-03-08 16:00:02
,,2021-02-05,451,positive,2022-03-08 16:00:02
,,2020-07-07,189,positive,2022-03-08 16:00:02
,,2022-02-06,146,positive,2022-03-08 16:00:02
,,2021-10-14,10068,negative,2022-03-08 16:00:02
,,2020-04-27,520,positive,2022-03-08 16:00:02
,,2021-08-05,268,positive,2022-03-08 16:00:02
,,2021-12-10,10984,negative,2022-03-08 16:00:02
,,2020-09-03,3817,negative,2022-03-08 16:00:02
,,2021-05-20,163,positive,2022-03-08 16:00:02
,,2021-01-05,7491,negative,2022-03-08 16:00:02
,,2020-03-27,771,negative,2022-03-08 16:00:02
,,2022-01-12,2658,positive,2022-03-08 16:00:02
,,2021-09-05,2609,negative,2022-03-08 16:00:02
,,2020-08-01,64,positive,2022-03-08 16:00:02
,,2022-01-02,2227,positive,2022-03-08 16:00:02
,,2021-08-14,3149,negative,2022-03-08 16:00:02
,,2020-04-18,574,negative,2022-03-08 16:00:02
,,2020-08-11,160,positive,2022-03-08 16:00:02
,,2021-07-31,160,positive,2022-03-08 16:00:02
,,2021-12-15,11362,negative,2022-03-08 16:00:02
,,2020-05-02,224,positive,2022-03-08 16:00:02
,,2020-08-29,2991,negative,2022-03-08 16:00:02
,,2021-05-26,5722,negative,2022-03-08 16:00:02
,,2021-01-31,214,positive,2022-03-08 16:00:02
,,2020-06-17,3088,negative,2022-03-08 16:00:02
,,2022-02-26,1307,negative,2022-03-08 16:00:02
,,2021-10-26,239,positive,2022-03-08 16:00:02
,,2020-06-02,1781,negative,2022-03-08 16:00:02
,,2020-10-01,188,positive,2022-03-08 16:00:02
,,2021-06-30,3333,negative,2022-03-08 16:00:02
,,2021-11-12,329,positive,2022-03-08 16:00:02
,,2021-02-25,290,positive,2022-03-08 16:00:02
,,2020-10-21,5906,negative,2022-03-08 16:00:02
,,2021-10-03,2676,negative,2022-03-08 16:00:02
,,2022-02-17,115,positive,2022-03-08 16:00:02
,,2020-06-26,126,positive,2022-03-08 16:00:02
,,2021-04-03,473,positive,2022-03-08 16:00:02
,,2020-11-17,8182,negative,2022-03-08 16:00:02
,,2020-08-24,2801,negative,2022-03-08 16:00:02
,,2021-12-20,12263,negative,2022-03-08 16:00:02
,,2020-04-05,253,positive,2022-03-08 16:00:02
,,2021-08-27,361,positive,2022-03-08 16:00:02
,,2021-04-17,5365,negative,2022-03-08 16:00:02
,,2020-12-05,688,positive,2022-03-08 16:00:02
,,2021-04-12,10826,negative,2022-03-08 16:00:02
,,2020-12-10,1153,positive,2022-03-08 16:00:02
,,2021-12-04,3617,negative,2022-03-08 16:00:02
,,2020-04-21,414,positive,2022-03-08 16:00:02
,,2021-08-11,334,positive,2022-03-08 16:00:02
,,2020-09-09,3653,negative,2022-03-08 16:00:02
,,2021-03-19,542,positive,2022-03-08 16:00:02
,,2020-10-31,5190,negative,2022-03-08 16:00:02
,,2020-06-10,113,positive,2022-03-08 16:00:02
,,2022-03-05,30,positive,2022-03-08 16:00:02
,,2021-10-19,13781,negative,2022-03-08 16:00:02
,,2021-02-26,315,positive,2022-03-08 16:00:02
,,2020-10-20,5089,negative,2022-03-08 16:00:02
,,2020-05-17,1319,negative,2022-03-08 16:00:02
,,2021-07-16,3015,negative,2022-03-08 16:00:02
,,2021-11-28,237,positive,2022-03-08 16:00:02
,,2020-09-15,98,positive,2022-03-08 16:00:02
,,2021-10-10,167,positive,2022-03-08 16:00:02
,,2022-02-10,7963,negative,2022-03-08 16:00:02
,,2020-07-03,2736,negative,2022-03-08 16:00:02
,,2021-05-09,3038,negative,2022-03-08 16:00:02
,,2021-01-16,338,positive,2022-03-08 16:00:02
,,2021-08-16,372,positive,2022-03-08 16:00:02
,,2020-08-13,3764,negative,2022-03-08 16:00:02
,,2020-04-16,529,positive,2022-03-08 16:00:02
,,2021-12-31,3776,negative,2022-03-08 16:00:02
,,2021-08-27,6642,negative,2022-03-08 16:00:02
,,2020-04-05,766,negative,2022-03-08 16:00:02
,,2021-12-20,1749,positive,2022-03-08 16:00:02
,,2020-08-24,145,positive,2022-03-08 16:00:02
,,2020-03-11,45,negative,2022-03-08 16:00:02
,,2020-07-16,154,positive,2022-03-08 16:00:02
,,2022-01-28,498,positive,2022-03-08 16:00:02
,,2021-09-21,10403,negative,2022-03-08 16:00:02
,,2021-06-04,66,positive,2022-03-08 16:00:02
,,2021-01-22,9295,negative,2022-03-08 16:00:02
,,2020-09-20,2785,negative,2022-03-08 16:00:02
,,2021-11-23,11128,negative,2022-03-08 16:00:02
,,2020-05-12,282,positive,2022-03-08 16:00:02
,,2021-07-21,124,positive,2022-03-08 16:00:02
,,2020-06-21,79,positive,2022-03-08 16:00:02
,,2022-02-22,150,positive,2022-03-08 16:00:02
,,2021-10-30,3348,negative,2022-03-08 16:00:02
,,2021-02-14,124,positive,2022-03-08 16:00:02
,,2021-06-13,1549,negative,2022-03-08 16:00:02
,,2021-05-26,115,positive,2022-03-08 16:00:02
,,2021-01-31,3646,negative,2022-03-08 16:00:02
,,2021-01-08,700,positive,2022-03-08 16:00:02
,,2021-05-17,8430,negative,2022-03-08 16:00:02
,,2020-07-13,170,positive,2022-03-08 16:00:02
,,2021-09-18,3390,negative,2022-03-08 16:00:02
,,2020-03-14,109,negative,2022-03-08 16:00:02
,,2022-01-31,737,positive,2022-03-08 16:00:02
,,2021-04-29,9536,negative,2022-03-08 16:00:02
,,2020-12-25,166,positive,2022-03-08 16:00:02
,,2020-12-01,7398,negative,2022-03-08 16:00:02
,,2021-04-21,582,positive,2022-03-08 16:00:02
,,2021-05-12,9040,negative,2022-03-08 16:00:02
,,2021-01-13,607,positive,2022-03-08 16:00:02
,,2022-02-06,1648,negative,2022-03-08 16:00:02
,,2021-10-14,319,positive,2022-03-08 16:00:02
,,2020-07-07,2854,negative,2022-03-08 16:00:02
,,2020-05-30,75,positive,2022-03-08 16:00:02
,,2021-07-03,32,positive,2022-03-08 16:00:02
,,2021-11-09,11116,negative,2022-03-08 16:00:02
,,2020-10-04,3032,negative,2022-03-08 16:00:02
,,2020-10-17,4995,negative,2022-03-08 16:00:02
,,2021-03-01,339,positive,2022-03-08 16:00:02
,,2020-06-14,51,positive,2022-03-08 16:00:02
,,2022-03-01,73,positive,2022-03-08 16:00:02
,,2021-10-23,3058,negative,2022-03-08 16:00:02
,,2021-01-20,7068,negative,2022-03-08 16:00:02
,,2021-06-06,36,positive,2022-03-08 16:00:02
,,2021-08-10,336,positive,2022-03-08 16:00:02
,,2020-09-08,2783,negative,2022-03-08 16:00:02
,,2021-12-05,2638,negative,2022-03-08 16:00:02
,,2020-04-22,509,positive,2022-03-08 16:00:02
,,2020-12-14,1010,positive,2022-03-08 16:00:02
,,2021-04-08,12260,negative,2022-03-08 16:00:02
,,2022-01-09,3368,negative,2022-03-08 16:00:02
,,2021-09-08,349,positive,2022-03-08 16:00:02
,,2020-03-24,178,positive,2022-03-08 16:00:02
,,2020-08-04,3496,negative,2022-03-08 16:00:02
,,2021-12-24,3807,negative,2022-03-08 16:00:02
,,2020-04-09,436,positive,2022-03-08 16:00:02
,,2021-08-23,395,positive,2022-03-08 16:00:02
,,2020-08-20,3574,negative,2022-03-08 16:00:02
,,2021-03-30,644,positive,2022-03-08 16:00:02
,,2020-11-21,7809,negative,2022-03-08 16:00:02
,,2021-07-14,3539,negative,2022-03-08 16:00:02
,,2020-05-19,1820,negative,2022-03-08 16:00:02
,,2020-09-13,36,positive,2022-03-08 16:00:02
,,2021-11-30,589,positive,2022-03-08 16:00:02
,,2021-02-21,206,positive,2022-03-08 16:00:02
,,2020-10-25,4125,negative,2022-03-08 16:00:02
,,2020-10-04,108,positive,2022-03-08 16:00:02
,,2020-05-30,1653,negative,2022-03-08 16:00:02
,,2021-07-03,1571,negative,2022-03-08 16:00:02
,,2021-11-09,341,positive,2022-03-08 16:00:02
,,2020-11-08,472,positive,2022-03-08 16:00:02
,,2021-03-11,6434,negative,2022-03-08 16:00:02
,,2021-05-30,1782,negative,2022-03-08 16:00:02
,,2021-01-27,490,positive,2022-03-08 16:00:02
,,2021-12-18,4085,negative,2022-03-08 16:00:02
,,2021-07-28,196,positive,2022-03-08 16:00:02
,,2020-05-05,419,positive,2022-03-08 16:00:02
,,2020-08-26,4113,negative,2022-03-08 16:00:02
,,2020-12-03,1309,positive,2022-03-08 16:00:02
,,2021-04-19,10534,negative,2022-03-08 16:00:02
,,2022-01-16,649,positive,2022-03-08 16:00:02
,,2020-03-31,863,negative,2022-03-08 16:00:02
,,2021-09-01,7822,negative,2022-03-08 16:00:02
,,2020-07-28,132,positive,2022-03-08 16:00:02
,,2021-01-08,8678,negative,2022-03-08 16:00:02
,,2021-05-17,193,positive,2022-03-08 16:00:02
,,2021-11-22,479,positive,2022-03-08 16:00:02
,,2020-05-11,1321,negative,2022-03-08 16:00:02
,,2021-07-22,3440,negative,2022-03-08 16:00:02
,,2020-09-21,103,positive,2022-03-08 16:00:02
,,2021-03-12,6031,negative,2022-03-08 16:00:02
,,2020-11-07,494,positive,2022-03-08 16:00:02
,,2021-02-02,290,positive,2022-03-08 16:00:02
,,2021-06-25,3092,negative,2022-03-08 16:00:02
,,2021-10-28,220,positive,2022-03-08 16:00:02
,,2022-02-24,7040,negative,2022-03-08 16:00:02
,,2020-06-19,2585,negative,2022-03-08 16:00:02
,,2020-09-12,61,positive,2022-03-08 16:00:02
,,2021-07-13,3574,negative,2022-03-08 16:00:02
,,2020-05-20,1998,negative,2022-03-08 16:00:02
,,2021-12-01,566,positive,2022-03-08 16:00:02
,,2021-09-21,347,positive,2022-03-08 16:00:02
,,2020-03-11,6,positive,2022-03-08 16:00:02
,,2022-01-28,8060,negative,2022-03-08 16:00:02
,,2020-07-16,3609,negative,2022-03-08 16:00:02
,,2020-12-26,4348,negative,2022-03-08 16:00:02
,,2021-04-28,471,positive,2022-03-08 16:00:02
,,2022-01-10,10891,negative,2022-03-08 16:00:02
,,2020-08-03,3105,negative,2022-03-08 16:00:02
,,2021-09-07,357,positive,2022-03-08 16:00:02
,,2020-03-25,224,positive,2022-03-08 16:00:02
,,2021-09-12,2961,negative,2022-03-08 16:00:02
,,2022-01-05,5319,positive,2022-03-08 16:00:02
,,2020-08-08,84,positive,2022-03-08 16:00:02
,,2020-03-20,162,negative,2022-03-08 16:00:02
,,2021-09-26,171,positive,2022-03-08 16:00:02
,,2020-07-21,2913,negative,2022-03-08 16:00:02
,,2022-01-23,1967,negative,2022-03-08 16:00:02
,,2021-06-09,44,positive,2022-03-08 16:00:02
,,2021-01-17,5137,negative,2022-03-08 16:00:02
,,2021-02-26,7866,negative,2022-03-08 16:00:02
,,2020-10-20,382,positive,2022-03-08 16:00:02
,,2020-06-18,144,positive,2022-03-08 16:00:02
,,2022-02-25,67,positive,2022-03-08 16:00:02
,,2021-10-27,11474,negative,2022-03-08 16:00:02
,,2021-02-09,7813,negative,2022-03-08 16:00:02
,,2021-06-18,30,positive,2022-03-08 16:00:02
,,2021-03-07,188,positive,2022-03-08 16:00:02
,,2020-11-12,8425,negative,2022-03-08 16:00:02
,,2020-11-27,925,positive,2022-03-08 16:00:02
,,2021-03-24,7366,negative,2022-03-08 16:00:02
,,2020-04-02,366,positive,2022-03-08 16:00:02
,,2021-08-30,381,positive,2022-03-08 16:00:02
,,2022-01-18,10374,negative,2022-03-08 16:00:02
,,2020-07-26,2616,negative,2022-03-08 16:00:02
,,2020-12-26,408,positive,2022-03-08 16:00:02
,,2021-04-28,8321,negative,2022-03-08 16:00:02
,,2020-12-04,8518,negative,2022-03-08 16:00:02
,,2021-04-18,388,positive,2022-03-08 16:00:02
,,2021-12-11,359,positive,2022-03-08 16:00:02
,,2020-04-28,1318,negative,2022-03-08 16:00:02
,,2020-09-02,125,positive,2022-03-08 16:00:02
,,2021-08-04,4769,negative,2022-03-08 16:00:02
,,2021-01-30,6375,negative,2022-03-08 16:00:02
,,2021-05-27,108,positive,2022-03-08 16:00:02
,,2020-10-09,219,positive,2022-03-08 16:00:02
,,2020-05-25,1454,negative,2022-03-08 16:00:02
,,2021-07-08,3261,negative,2022-03-08 16:00:02
,,2021-11-04,268,positive,2022-03-08 16:00:02
,,2020-10-27,409,positive,2022-03-08 16:00:02
,,2021-02-19,5511,negative,2022-03-08 16:00:02
,,2020-05-11,288,positive,2022-03-08 16:00:02
,,2021-11-22,12218,negative,2022-03-08 16:00:02
,,2021-07-22,113,positive,2022-03-08 16:00:02
,,2020-09-21,3793,negative,2022-03-08 16:00:02
,,2021-07-17,44,positive,2022-03-08 16:00:02
,,2021-11-27,2577,negative,2022-03-08 16:00:02
,,2020-05-16,106,positive,2022-03-08 16:00:02
,,2020-09-16,4417,negative,2022-03-08 16:00:02
,,2020-11-14,639,positive,2022-03-08 16:00:02
,,2021-04-06,11399,negative,2022-03-08 16:00:02
,,2021-12-21,2143,positive,2022-03-08 16:00:02
,,2021-08-26,7450,negative,2022-03-08 16:00:02
,,2020-04-06,1112,negative,2022-03-08 16:00:02
,,2020-08-23,42,positive,2022-03-08 16:00:02
,,2020-12-19,6499,negative,2022-03-08 16:00:02
,,2021-05-05,265,positive,2022-03-08 16:00:02
,,2020-04-27,1156,negative,2022-03-08 16:00:02
,,2020-09-03,118,positive,2022-03-08 16:00:02
,,2021-12-10,542,positive,2022-03-08 16:00:02
,,2021-08-05,3941,negative,2022-03-08 16:00:02
,,2021-03-11,374,positive,2022-03-08 16:00:02
,,2020-11-08,4605,negative,2022-03-08 16:00:02
,,2021-01-21,514,positive,2022-03-08 16:00:02
,,2021-06-05,1868,negative,2022-03-08 16:00:02
,,2020-06-07,1409,negative,2022-03-08 16:00:02
,,2021-10-16,174,positive,2022-03-08 16:00:02
,,2022-03-08,64,negative,2022-03-08 16:00:02
,,2020-10-16,292,positive,2022-03-08 16:00:02
,,2021-03-02,8603,negative,2022-03-08 16:00:02
,,2020-10-30,6106,negative,2022-03-08 16:00:02
,,2021-03-20,340,positive,2022-03-08 16:00:02
,,2021-05-15,106,positive,2022-03-08 16:00:02
,,2021-01-10,4481,negative,2022-03-08 16:00:02
,,2020-08-04,86,positive,2022-03-08 16:00:02
,,2022-01-09,1471,positive,2022-03-08 16:00:02
,,2021-09-08,10013,negative,2022-03-08 16:00:02
,,2020-03-24,620,negative,2022-03-08 16:00:02
,,2020-12-06,523,positive,2022-03-08 16:00:02
,,2021-04-16,11085,negative,2022-03-08 16:00:02
,,2020-12-30,7178,negative,2022-03-08 16:00:02
,,2021-04-24,322,positive,2022-03-08 16:00:02
,,2021-09-17,313,positive,2022-03-08 16:00:02
,,2020-07-12,1597,negative,2022-03-08 16:00:02
,,2020-03-15,15,positive,2022-03-08 16:00:02
,,2022-02-01,6128,negative,2022-03-08 16:00:02
,,2021-09-30,10723,negative,2022-03-08 16:00:02
,,2020-06-23,171,positive,2022-03-08 16:00:02
,,2022-02-20,53,positive,2022-03-08 16:00:02
,,2021-10-24,114,positive,2022-03-08 16:00:02
,,2022-02-28,7161,negative,2022-03-08 16:00:02
,,2020-06-15,2275,negative,2022-03-08 16:00:02
,,2021-02-13,4489,negative,2022-03-08 16:00:02
,,2021-06-14,38,positive,2022-03-08 16:00:02
,,2020-06-16,2528,negative,2022-03-08 16:00:02
,,2021-10-25,230,positive,2022-03-08 16:00:02
,,2022-02-27,1382,negative,2022-03-08 16:00:02
,,2021-11-18,340,positive,2022-03-08 16:00:02
,,2020-05-07,1723,negative,2022-03-08 16:00:02
,,2021-07-26,3983,negative,2022-03-08 16:00:02
,,2020-09-25,114,positive,2022-03-08 16:00:02
,,2020-03-16,35,positive,2022-03-08 16:00:02
,,2021-09-16,339,positive,2022-03-08 16:00:02
,,2020-07-11,1858,negative,2022-03-08 16:00:02
,,2022-02-02,8997,negative,2022-03-08 16:00:02
,,2021-05-07,10528,negative,2022-03-08 16:00:02
,,2020-12-17,599,positive,2022-03-08 16:00:02
,,2020-12-07,1244,positive,2022-03-08 16:00:02
,,2021-04-15,12139,negative,2022-03-08 16:00:02
,,2021-08-17,4211,negative,2022-03-08 16:00:02
,,2020-08-14,132,positive,2022-03-08 16:00:02
,,2021-12-30,5107,positive,2022-03-08 16:00:02
,,2020-04-15,1059,negative,2022-03-08 16:00:02
,,2021-01-09,6647,negative,2022-03-08 16:00:02
,,2021-05-16,116,positive,2022-03-08 16:00:02
,,2022-02-07,309,positive,2022-03-08 16:00:02
,,2021-10-13,11653,negative,2022-03-08 16:00:02
,,2020-07-06,141,positive,2022-03-08 16:00:02
,,2021-03-03,9150,negative,2022-03-08 16:00:02
,,2020-10-15,252,positive,2022-03-08 16:00:02
,,2020-05-23,117,positive,2022-03-08 16:00:02
,,2021-11-02,6270,negative,2022-03-08 16:00:02
,,2021-07-10,44,positive,2022-03-08 16:00:02
,,2020-10-11,4761,negative,2022-03-08 16:00:02
,,2021-01-22,460,positive,2022-03-08 16:00:02
,,2021-06-04,6308,negative,2022-03-08 16:00:02
,,2021-03-16,7912,negative,2022-03-08 16:00:02
,,2020-11-03,623,positive,2022-03-08 16:00:02
,,2021-12-09,637,positive,2022-03-08 16:00:02
,,2020-09-04,93,positive,2022-03-08 16:00:02
,,2021-08-06,3676,negative,2022-03-08 16:00:02
,,2020-04-26,611,negative,2022-03-08 16:00:02
,,2021-04-09,655,positive,2022-03-08 16:00:02
,,2020-12-13,5831,negative,2022-03-08 16:00:02
,,2021-12-22,2690,positive,2022-03-08 16:00:02
,,2021-08-25,7254,negative,2022-03-08 16:00:02
,,2020-08-22,70,positive,2022-03-08 16:00:02
,,2020-04-07,808,negative,2022-03-08 16:00:02
,,2020-11-22,7462,negative,2022-03-08 16:00:02
,,2021-03-29,720,positive,2022-03-08 16:00:02
,,2020-09-15,3903,negative,2022-03-08 16:00:02
,,2021-07-16,70,positive,2022-03-08 16:00:02
,,2020-05-17,102,positive,2022-03-08 16:00:02
,,2021-11-28,2369,negative,2022-03-08 16:00:02
,,2022-02-16,6293,negative,2022-03-08 16:00:02
,,2020-06-27,1999,negative,2022-03-08 16:00:02
,,2021-10-04,351,positive,2022-03-08 16:00:02
,,2021-02-18,6466,negative,2022-03-08 16:00:02
,,2020-10-28,501,positive,2022-03-08 16:00:02
,,2021-11-13,3368,negative,2022-03-08 16:00:02
,,2021-06-29,32,positive,2022-03-08 16:00:02
,,2020-09-30,4595,negative,2022-03-08 16:00:02
,,2020-06-03,145,positive,2022-03-08 16:00:02
,,2021-01-29,9012,negative,2022-03-08 16:00:02
,,2021-05-28,90,positive,2022-03-08 16:00:02
,,2022-01-26,754,positive,2022-03-08 16:00:02
,,2020-07-18,97,positive,2022-03-08 16:00:02
,,2021-09-23,10531,negative,2022-03-08 16:00:02
,,2020-12-05,6437,negative,2022-03-08 16:00:02
,,2021-04-17,425,positive,2022-03-08 16:00:02
,,2020-08-16,2540,negative,2022-03-08 16:00:02
,,2021-12-28,5897,negative,2022-03-08 16:00:02
,,2020-04-13,453,positive,2022-03-08 16:00:02
,,2021-08-19,364,positive,2022-03-08 16:00:02
,,2022-01-19,11324,negative,2022-03-08 16:00:02
,,2021-08-29,214,positive,2022-03-08 16:00:02
,,2020-04-03,524,positive,2022-03-08 16:00:02
,,2020-07-25,2880,negative,2022-03-08 16:00:02
,,2021-01-04,885,positive,2022-03-08 16:00:02
,,2021-05-21,8384,negative,2022-03-08 16:00:02
,,2020-11-13,8900,negative,2022-03-08 16:00:02
,,2021-03-06,224,positive,2022-03-08 16:00:02
,,2021-02-10,358,positive,2022-03-08 16:00:02
,,2021-06-17,3194,negative,2022-03-08 16:00:02
